,genesymbol_intercell_source,genesymbol_intercell_target,receptor_SCZ_risk,ligand_SCZ_risk,source,target,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,curation_effort,references,sources,type,references_stripped,n_references,n_sources,n_primary_sources,category_intercell_source,parent_intercell_source,database_intercell_source,scope_intercell_source,aspect_intercell_source,category_source_intercell_source,uniprot_intercell_source,entity_type_intercell_source,consensus_score_intercell_source,transmitter_intercell_source,receiver_intercell_source,secreted_intercell_source,plasma_membrane_transmembrane_intercell_source,plasma_membrane_peripheral_intercell_source,category_intercell_target,parent_intercell_target,database_intercell_target,scope_intercell_target,aspect_intercell_target,category_source_intercell_target,uniprot_intercell_target,entity_type_intercell_target,consensus_score_intercell_target,transmitter_intercell_target,receiver_intercell_target,secreted_intercell_target,plasma_membrane_transmembrane_intercell_target,plasma_membrane_peripheral_intercell_target
0,SLIT1,ROBO2,True,False,O75093,Q9HCK4,True,False,True,True,False,3,Cellinker:21600986;ICELLNET:21600986;connectomeDB2020:30547091,Cellinker;ICELLNET;connectomeDB2020,post_translational,21600986;30547091,2,3,3,ligand,ligand,,generic,functional,resource_specific,O75093,protein,10,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q9HCK4,protein,15,False,True,False,True,False
0,SLIT2,ROBO2,True,False,O94813,Q9HCK4,True,False,True,True,False,13,Baccin2019:1513049510102260;CellTalkDB:15130495;Cellinker:10102268;Cellinker:15130495;Cellinker:29317497;Cellinker:31217826;HPMR:14761655;HPMR:15130495;HPRD:10102268;LRdb:1;LRdb:15130495;connectomeDB2020:10102268;connectomeDB2020:15130495,Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr,post_translational,1;10102268;14761655;15130495;1513049510102260;29317497;31217826,7,19,12,ligand,ligand,,generic,functional,resource_specific,O94813,protein,9,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q9HCK4,protein,15,False,True,False,True,False
0,OLFM2,ROBO2,True,False,O95897,Q9HCK4,False,False,False,False,False,4,Baccin2019:16169070;Cellinker:16169070;HPRD:16169070;LRdb:16169070,Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;iTALK;talklr,post_translational,16169070,1,13,9,ligand,ligand,,generic,functional,resource_specific,O95897,protein,8,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q9HCK4,protein,15,False,True,False,True,False
0,SLIT3,ROBO2,True,False,O75094,Q9HCK4,True,False,True,True,False,6,Baccin2019:11754167;CellTalkDB:11754167;Cellinker:11754167;HPRD:11754167;LRdb:11754167;connectomeDB2020:31180321,Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr,post_translational,11754167;31180321,2,14,10,ligand,ligand,,generic,functional,resource_specific,O75094,protein,9,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q9HCK4,protein,15,False,True,False,True,False
0,CD59,STAB1,True,False,P13987,Q9NY15,False,False,False,False,False,1,Cellinker:32589946,Cellinker,post_translational,32589946,1,1,1,ligand,ligand,,generic,functional,resource_specific,P13987,protein,4,True,False,True,False,True,receptor,receptor,,generic,functional,resource_specific,Q9NY15,protein,5,False,True,False,True,False
0,LAMA1,RPSA,True,False,P25391,P08865,True,False,True,True,False,5,Baccin2019:2970671;CellTalkDB:2970671;Cellinker:2970671;LRdb:2970671;connectomeDB2020:2970671,Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr,post_translational,2970671,1,15,10,ligand,ligand,,generic,functional,resource_specific,P25391,protein,8,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P08865,protein,10,False,True,False,True,False
0,LAMA2,RPSA,True,False,P24043,P08865,True,False,True,True,False,10,Baccin2019:11054877;Baccin2019:2970671;CellTalkDB:2970671;Cellinker:11054877;Cellinker:2970671;HPRD:11054877;LRdb:111;LRdb:2970671;connectomeDB2020:11054877;connectomeDB2020:2970671,Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr,post_translational,11054877;111;2970671,3,18,11,ligand,ligand,,generic,functional,resource_specific,P24043,protein,8,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P08865,protein,10,False,True,False,True,False
0,LAMB2,RPSA,True,False,P55268,P08865,True,False,True,True,False,4,Baccin2019:2970671;CellTalkDB:2970671;LRdb:2970671;connectomeDB2020:2970671,Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr,post_translational,2970671,1,13,9,ligand,ligand,,generic,functional,resource_specific,P55268,protein,8,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P08865,protein,10,False,True,False,True,False
0,CNTN4,APLP1,False,True,Q8IWV2,P51693,False,False,False,False,False,1,Cellinker:32589946,Cellinker,post_translational,32589946,1,1,1,ligand,ligand,,generic,functional,resource_specific,Q8IWV2,protein,8,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P51693,protein,3,False,True,False,True,False
0,LGI1,RTN4R,True,False,O95970,Q9BZR6,False,False,False,False,False,1,connectomeDB2020:20463223,connectomeDB2020,post_translational,20463223,1,1,1,ligand,ligand,,generic,functional,resource_specific,O95970,protein,2,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q9BZR6,protein,11,False,True,False,False,True
