"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"
"249","DDR2_ENSG00000162733","RPS18_ENSG00000231500","FAM131A_ENSG00000175182","CDH8_ENSG00000150394","LDHA_ENSG00000134333","MYO1E_ENSG00000157483","RNF112_ENSG00000128482","KCND2_ENSG00000184408","CBLN4_ENSG00000054803","LRRFIP1_ENSG00000124831","ASAP2_ENSG00000151693","CTU2_ENSG00000174177","RXFP1_ENSG00000171509","DCLK2_ENSG00000170390","MAP3K11_ENSG00000173327","CAMK2G_ENSG00000148660"
"250","RPS16_ENSG00000105193","FSTL5_ENSG00000168843","SYT13_ENSG00000019505","RGS4_ENSG00000117152","APOL2_ENSG00000128335","RNF13_ENSG00000082996","KCNA1_ENSG00000111262","DDX54_ENSG00000123064","LDB2_ENSG00000169744","PPP3R1_ENSG00000221823","MYO1D_ENSG00000176658","RAB3A_ENSG00000105649","PRKCQ-AS1_ENSG00000237943","ITGB4_ENSG00000132470","C1orf122_ENSG00000197982","COX14_ENSG00000178449"
"251","LBH_ENSG00000213626","DIO2_ENSG00000211448","LRFN5_ENSG00000165379","ANXA6_ENSG00000197043","FAM189B_ENSG00000160767","CLIC4_ENSG00000169504","CCDC3_ENSG00000151468","RASD2_ENSG00000100302","CHCHD10_ENSG00000250479","ARL4D_ENSG00000175906","ANKRD11_ENSG00000167522","MAP3K7_ENSG00000135341","TMCC3_ENSG00000057704","GLUL_ENSG00000135821","RPL28_ENSG00000108107","SLC24A2_ENSG00000155886"
"252","IQGAP1_ENSG00000140575","MYBPC1_ENSG00000196091","ARPP21_ENSG00000172995","APLP2_ENSG00000084234","SLC12A5_ENSG00000124140","PPFIBP2_ENSG00000166387","TRIM36_ENSG00000152503","SHISA9_ENSG00000237515","RHOF_ENSG00000139725","SLC8A2_ENSG00000118160","IPO13_ENSG00000117408","RASA3_ENSG00000185989","FMNL2_ENSG00000157827","SNHG12_ENSG00000197989","DNAJB2_ENSG00000135924","CCDC184_ENSG00000177875"
"253","ROCK1_ENSG00000067900","ASCL1_ENSG00000139352","COX4I1_ENSG00000131143","KCNAB1_ENSG00000169282","BEND6_ENSG00000151917","SLC31A2_ENSG00000136867","LINC02607_ENSG00000228971","MLIP_ENSG00000146147","APLP2_ENSG00000084234","CEP126_ENSG00000110318","CPEB1_ENSG00000214575","AGAP2_ENSG00000135439","SOX10_ENSG00000100146","SPON1_ENSG00000262655","SREBF1_ENSG00000072310","CHGB_ENSG00000089199"
"254","RHOC_ENSG00000155366","ARL4C_ENSG00000188042","SNCG_ENSG00000173267","ATP6V1C1_ENSG00000155097","UQCRFS1_ENSG00000169021","REEP3_ENSG00000165476","SPARCL1_ENSG00000152583","SLC2A13_ENSG00000151229","CPLX1_ENSG00000168993","PCDH19_ENSG00000165194","FLNB_ENSG00000136068","TOX_ENSG00000198846","EFHD1_ENSG00000115468","GNAI2_ENSG00000114353","RNH1_ENSG00000023191","CRIM1-DT_ENSG00000260025"
"255","LIX1L_ENSG00000271601","COPS9_ENSG00000172428","COL26A1_ENSG00000160963","KCNF1_ENSG00000162975","SMYD2_ENSG00000143499","C1orf198_ENSG00000119280","FHL2_ENSG00000115641","FAM131A_ENSG00000175182","RELL2_ENSG00000164620","DGKB_ENSG00000136267","RNPEPL1_ENSG00000142327","CSRNP2_ENSG00000110925","ST18_ENSG00000147488","SOWAHA_ENSG00000198944","SPATA13_ENSG00000182957","GNAS_ENSG00000087460"
"256","GFAP_ENSG00000131095","RPL38_ENSG00000172809","EPHX4_ENSG00000172031","GLIPR1_ENSG00000139278","TUBA4A_ENSG00000127824","PLD1_ENSG00000075651","RGS4_ENSG00000117152","PLEKHA5_ENSG00000052126","KCNH1_ENSG00000143473","CXCL14_ENSG00000145824","HLA-DPA1_ENSG00000231389","FLOT2_ENSG00000132589","ZDHHC9_ENSG00000188706","RPS12_ENSG00000112306","GREM1_ENSG00000166923","SLC30A3_ENSG00000115194"
"257","RPL27_ENSG00000131469","RPL23_ENSG00000125691","CACNA1G_ENSG00000006283","MED10_ENSG00000133398","TRAPPC1_ENSG00000170043","TP53INP2_ENSG00000078804","KLF10_ENSG00000155090","GRIN1_ENSG00000176884","SOD2_ENSG00000112096","AC245407.2_ENSG00000287978","SIRT2_ENSG00000068903","LINC01089_ENSG00000212694","BBX_ENSG00000114439","SEPTIN2_ENSG00000168385","AC245297.2_ENSG00000272755","RARB_ENSG00000077092"
"258","SORBS3_ENSG00000120896","PRDM16-DT_ENSG00000177133","CITED2_ENSG00000164442","ATP6AP1_ENSG00000071553","TMEM243_ENSG00000135185","CBR1_ENSG00000159228","GABARAPL1_ENSG00000139112","JPH4_ENSG00000092051","MYCBP2_ENSG00000005810","ACSL4_ENSG00000068366","PRKCSH_ENSG00000130175","SMS_ENSG00000102172","CFL2_ENSG00000165410","GALNT15_ENSG00000131386","LINC01578_ENSG00000272888","DYNLT3_ENSG00000165169"
"259","CCDC80_ENSG00000091986","ETNPPL_ENSG00000164089","RTL8C_ENSG00000134590","TMTC1_ENSG00000133687","NDUFB9_ENSG00000147684","PDE6B_ENSG00000133256","CHST15_ENSG00000182022","ST8SIA3_ENSG00000177511","HCN1_ENSG00000164588","MGAT3_ENSG00000128268","GGA1_ENSG00000100083","FAM43B_ENSG00000183114","PPDPF_ENSG00000125534","DHRS3_ENSG00000162496","ADIPOR2_ENSG00000006831","SMIM17_ENSG00000268182"
"260","TRAM1_ENSG00000067167","ACSBG1_ENSG00000103740","RNF11_ENSG00000123091","GABRG2_ENSG00000113327","RIMKLA_ENSG00000177181","RPL10_ENSG00000147403","TMEM14A_ENSG00000096092","C1QTNF4_ENSG00000172247","PNCK_ENSG00000130822","CHRM1_ENSG00000168539","PKP4_ENSG00000144283","MTA3_ENSG00000057935","NFASC_ENSG00000163531","MSI2_ENSG00000153944","KIAA0930_ENSG00000100364","SV2A_ENSG00000159164"
"261","PFN1_ENSG00000108518","TMA7_ENSG00000232112","HOMER1_ENSG00000152413","PLCXD2_ENSG00000240891","CAMK2N2_ENSG00000163888","PDE8A_ENSG00000073417","PRKAR1B_ENSG00000188191","MGP_ENSG00000111341","PLXNA4_ENSG00000221866","FBXW5_ENSG00000159069","SPART_ENSG00000133104","ACTR1B_ENSG00000115073","PTGDS_ENSG00000107317","IL11RA_ENSG00000137070","THBS2_ENSG00000186340","SNAP91_ENSG00000065609"
"262","CSF1_ENSG00000184371","AL121820.2_ENSG00000259038","SLC39A10_ENSG00000196950","ADAMTSL2_ENSG00000197859","SDR16C5_ENSG00000170786","RNF130_ENSG00000113269","SERINC1_ENSG00000111897","ABCC8_ENSG00000006071","TEX30_ENSG00000151287","TACC2_ENSG00000138162","RAPGEF4_ENSG00000091428","CFL1_ENSG00000172757","RPRM_ENSG00000177519","S100A10_ENSG00000197747","SEPTIN10_ENSG00000186522","ELAVL4_ENSG00000162374"
"263","JUN_ENSG00000177606","CTSH_ENSG00000103811","RGS7_ENSG00000182901","HTR2A_ENSG00000102468","C12orf10_ENSG00000139637","SEMA6A_ENSG00000092421","CELSR2_ENSG00000143126","HPCAL4_ENSG00000116983","ISCU_ENSG00000136003","ADAM23_ENSG00000114948","BMP2K_ENSG00000138756","LINC02607_ENSG00000228971","ADIPOR2_ENSG00000006831","STOM_ENSG00000148175","TMTC2_ENSG00000179104","GLRX_ENSG00000173221"
"264","RPS23_ENSG00000186468","MTSS2_ENSG00000132613","PREP_ENSG00000085377","RAP1GAP_ENSG00000076864","DNAJA1_ENSG00000086061","DNM2_ENSG00000079805","BMPER_ENSG00000164619","ST6GALNAC5_ENSG00000117069","RTN4RL1_ENSG00000185924","STRBP_ENSG00000165209","PCDH17_ENSG00000118946","FKBP4_ENSG00000004478","MMP16_ENSG00000156103","KTN1_ENSG00000126777","KIAA1755_ENSG00000149633","RPL6_ENSG00000089009"
"265","RELL1_ENSG00000181826","SOWAHA_ENSG00000198944","DCAF6_ENSG00000143164","KCNA2_ENSG00000177301","THY1_ENSG00000154096","SYPL1_ENSG00000008282","MOAP1_ENSG00000165943","KLHL23_ENSG00000213160","KIF3A_ENSG00000131437","ARID5B_ENSG00000150347","RNF126_ENSG00000070423","EFR3A_ENSG00000132294","ABCA8_ENSG00000141338","CSKMT_ENSG00000214756","RPS15_ENSG00000115268","TSHZ3_ENSG00000121297"
"266","ZBTB20_ENSG00000181722","GOLIM4_ENSG00000173905","KITLG_ENSG00000049130","RAB3C_ENSG00000152932","AKAP12_ENSG00000131016","PAQR8_ENSG00000170915","DLGAP1_ENSG00000170579","ADAMTS8_ENSG00000134917","TTPAL_ENSG00000124120","HLF_ENSG00000108924","FTH1_ENSG00000167996","NXPH3_ENSG00000182575","CHST6_ENSG00000183196","NPC2_ENSG00000119655","OTUD7B_ENSG00000264522","MED10_ENSG00000133398"
"267","ARPC1B_ENSG00000130429","BAALC_ENSG00000164929","ARNT2_ENSG00000172379","VDAC3_ENSG00000078668","P2RX6_ENSG00000099957","LDLRAP1_ENSG00000157978","SLC39A10_ENSG00000196950","SESN1_ENSG00000080546","FBLN7_ENSG00000144152","GPR107_ENSG00000148358","TMEFF2_ENSG00000144339","FBXW2_ENSG00000119402","CBR1_ENSG00000159228","TOMM7_ENSG00000196683","PRRG1_ENSG00000130962","ATP5F1E_ENSG00000124172"
"268","TSPAN4_ENSG00000214063","NTSR2_ENSG00000169006","KCNJ4_ENSG00000168135","GUCY1B1_ENSG00000061918","CRYZ_ENSG00000116791","KIF13B_ENSG00000197892","TUBB4A_ENSG00000104833","RIMBP2_ENSG00000060709","SDR16C5_ENSG00000170786","ATF2_ENSG00000115966","CREB5_ENSG00000146592","PFKP_ENSG00000067057","FBXL7_ENSG00000183580","NEBL_ENSG00000078114","LINC01608_ENSG00000253877","RBX1_ENSG00000100387"
"269","RPL9_ENSG00000163682","ALDH4A1_ENSG00000159423","RASGRF1_ENSG00000058335","TRIM37_ENSG00000108395","REEP5_ENSG00000129625","AC006059.1_ENSG00000230084","TSPYL1_ENSG00000189241","CDH13_ENSG00000140945","WBP2_ENSG00000132471","CDH22_ENSG00000149654","TMTC2_ENSG00000179104","UNC13A_ENSG00000130477","DDR1_ENSG00000204580","RPL36_ENSG00000130255","SNX22_ENSG00000157734","CASC15_ENSG00000272168"
"270","CFLAR_ENSG00000003402","NOTCH2_ENSG00000134250","PPP2R2C_ENSG00000074211","GFRA2_ENSG00000168546","EPHA4_ENSG00000116106","SEPTIN10_ENSG00000186522","DUSP2_ENSG00000158050","CNST_ENSG00000162852","DYNLT3_ENSG00000165169","FABP6_ENSG00000170231","MBOAT2_ENSG00000143797","SCN1B_ENSG00000105711","NOS1AP_ENSG00000198929","RPS16_ENSG00000105193","RFFL_ENSG00000092871","RHOF_ENSG00000139725"
"271","IGFBP3_ENSG00000146674","CCK_ENSG00000187094","STS_ENSG00000101846","MGLL_ENSG00000074416","CFL1_ENSG00000172757","CYP27A1_ENSG00000135929","DGKG_ENSG00000058866","IPO5_ENSG00000065150","FLRT2_ENSG00000185070","CCNI_ENSG00000118816","ARHGEF10_ENSG00000104728","MAFG_ENSG00000197063","AMER2_ENSG00000165566","ALDH6A1_ENSG00000119711","SYPL1_ENSG00000008282","ATP5IF1_ENSG00000130770"
"272","AXL_ENSG00000167601","RPL13_ENSG00000167526","LNX1_ENSG00000072201","DNAJA1_ENSG00000086061","HSPA4L_ENSG00000164070","PRR5L_ENSG00000135362","SERPINI1_ENSG00000163536","PIP5K1B_ENSG00000107242","CDH18_ENSG00000145526","NNT_ENSG00000112992","RASAL1_ENSG00000111344","YWHAB_ENSG00000166913","HHIP_ENSG00000164161","EEF1G_ENSG00000254772","HIP1_ENSG00000127946","PLCXD3_ENSG00000182836"
"273","SLC12A7_ENSG00000113504","HEPACAM_ENSG00000165478","PCMT1_ENSG00000120265","AP2S1_ENSG00000042753","C11orf87_ENSG00000185742","FAM124A_ENSG00000150510","PPP1R14C_ENSG00000198729","NSG2_ENSG00000170091","LZTS3_ENSG00000088899","KCNAB1_ENSG00000169282","SAMD1_ENSG00000141858","RAPGEF4_ENSG00000091428","AGAP1_ENSG00000157985","OSGIN2_ENSG00000164823","CNTNAP4_ENSG00000152910","TAC1_ENSG00000006128"
"274","RPL30_ENSG00000156482","RPS11_ENSG00000142534","BASP1_ENSG00000176788","FXYD7_ENSG00000221946","TBC1D30_ENSG00000111490","PHGDH_ENSG00000092621","ADGRB2_ENSG00000121753","SH2D5_ENSG00000189410","FAM81A_ENSG00000157470","TIMM29_ENSG00000142444","RPS12_ENSG00000112306","CAMK2A_ENSG00000070808","ASTN2_ENSG00000148219","PSME1_ENSG00000092010","CLMN_ENSG00000165959","NDUFB4_ENSG00000065518"
"275","H3F3B_ENSG00000132475","RPL26_ENSG00000161970","P2RX5_ENSG00000083454","USP11_ENSG00000102226","CHN1_ENSG00000128656","PLIN3_ENSG00000105355","TMEM121B_ENSG00000183307","CDC42EP3_ENSG00000163171","ABCG4_ENSG00000172350","PRKCB_ENSG00000166501","TLE4_ENSG00000106829","GSPT2_ENSG00000189369","EDIL3_ENSG00000164176","TLR4_ENSG00000136869","ERBIN_ENSG00000112851","MZT2B_ENSG00000152082"
"276","RPL21_ENSG00000122026","PCP4L1_ENSG00000248485","SLC2A13_ENSG00000151229","EVL_ENSG00000196405","SLC2A6_ENSG00000160326","SYNJ2_ENSG00000078269","ATP6V1B2_ENSG00000147416","CAMKK2_ENSG00000110931","LRATD1_ENSG00000162981","HTATSF1_ENSG00000102241","ZFP36L2_ENSG00000152518","SYN1_ENSG00000008056","ZFHX3_ENSG00000140836","PPP1R1B_ENSG00000131771","NFASC_ENSG00000163531","BMERB1_ENSG00000166780"
"277","RPL32_ENSG00000144713","CRH_ENSG00000147571","TIAM2_ENSG00000146426","PHF24_ENSG00000122733","TUNAR_ENSG00000250366","ZDHHC9_ENSG00000188706","TUBB4B_ENSG00000188229","KCTD1_ENSG00000134504","PRDM8_ENSG00000152784","BZW2_ENSG00000136261","FUT8_ENSG00000033170","LGALS1_ENSG00000100097","SYNJ2_ENSG00000078269","CLDN10_ENSG00000134873","EEF1D_ENSG00000104529","OXCT1_ENSG00000083720"
"278","TGFB1_ENSG00000105329","LPIN2_ENSG00000101577","LY86-AS1_ENSG00000216863","RNF11_ENSG00000123091","NAT8L_ENSG00000185818","TMEM165_ENSG00000134851","ENTPD6_ENSG00000197586","CDK20_ENSG00000156345","HS6ST3_ENSG00000185352","RNF157_ENSG00000141576","FBRS_ENSG00000156860","PART1_ENSG00000152931","RNF13_ENSG00000082996","SLC14A1_ENSG00000141469","TFEB_ENSG00000112561","CCDC85A_ENSG00000055813"
"279","RHOA_ENSG00000067560","RPS15A_ENSG00000134419","KIF3C_ENSG00000084731","FLRT3_ENSG00000125848","CD99L2_ENSG00000102181","MAP7_ENSG00000135525","SORCS3_ENSG00000156395","RGS6_ENSG00000182732","PTK2B_ENSG00000120899","PSMB6_ENSG00000142507","ZBTB44_ENSG00000196323","BAMBI_ENSG00000095739","S100B_ENSG00000160307","LRIG1_ENSG00000144749","SH3GL3_ENSG00000140600","SLC45A4_ENSG00000022567"
"280","TSPO_ENSG00000100300","RPS27A_ENSG00000143947","FAT3_ENSG00000165323","GLRX2_ENSG00000023572","TEX29_ENSG00000153495","LINC00320_ENSG00000224924","ACOT7_ENSG00000097021","SSBP4_ENSG00000130511","UBE2E3_ENSG00000170035","KCND2_ENSG00000184408","TUBA1A_ENSG00000167552","COX7A1_ENSG00000161281","GAB2_ENSG00000033327","KIT_ENSG00000157404","DIP2B_ENSG00000066084","BSN_ENSG00000164061"
"281","ANP32B_ENSG00000136938","SLC9A3R1_ENSG00000109062","CABP1_ENSG00000157782","TKFC_ENSG00000149476","BASP1_ENSG00000176788","PXK_ENSG00000168297","MAP2K4_ENSG00000065559","MAP2K1_ENSG00000169032","SGTB_ENSG00000197860","DDRGK1_ENSG00000198171","SGCB_ENSG00000163069","MRVI1_ENSG00000072952","SELENOP_ENSG00000250722","RPL38_ENSG00000172809","HEPACAM_ENSG00000165478","NDUFAB1_ENSG00000004779"
"282","GPRC5C_ENSG00000170412","AC007952.4_ENSG00000262202","RND1_ENSG00000172602","OXCT1_ENSG00000083720","BEX2_ENSG00000133134","GAL3ST1_ENSG00000128242","ATP6V1H_ENSG00000047249","C2orf80_ENSG00000188674","AP1S1_ENSG00000106367","GP1BB_ENSG00000203618","SNORC_ENSG00000182600","FAM122B_ENSG00000156504","AATK_ENSG00000181409","NFIB_ENSG00000147862","SMOC1_ENSG00000198732","PARK7_ENSG00000116288"
"283","MSX1_ENSG00000163132","MTRNR2L3_ENSG00000256222","EEF1A2_ENSG00000101210","COX7A1_ENSG00000161281","PCDH8_ENSG00000136099","CREB5_ENSG00000146592","RASGEF1C_ENSG00000146090","CITED1_ENSG00000125931","PCMT1_ENSG00000120265","SLC25A6_ENSG00000169100","STX10_ENSG00000104915","PNMA8B_ENSG00000204851","MOB3B_ENSG00000120162","RPL12_ENSG00000197958","RDX_ENSG00000137710","FXYD7_ENSG00000221946"
"284","CSPG4_ENSG00000173546","RAB34_ENSG00000109113","MRTFB_ENSG00000186260","MYRIP_ENSG00000170011","FAM78B_ENSG00000188859","RNH1_ENSG00000023191","BCL11B_ENSG00000127152","HRH2_ENSG00000113749","APOL2_ENSG00000128335","NMT1_ENSG00000136448","KIF13A_ENSG00000137177","ARHGEF11_ENSG00000132694","PTMA_ENSG00000187514","ATP1B2_ENSG00000129244","SECISBP2L_ENSG00000138593","NME2_ENSG00000243678"
"285","NES_ENSG00000132688","ZFP36L1_ENSG00000185650","HTR2A_ENSG00000102468","MAP1LC3A_ENSG00000101460","PPARGC1A_ENSG00000109819","S1PR5_ENSG00000180739","TUBA8_ENSG00000183785","RAP2B_ENSG00000181467","SYNGR3_ENSG00000127561","ABI2_ENSG00000138443","CSRP1_ENSG00000159176","CHRNA4_ENSG00000101204","DIXDC1_ENSG00000150764","ZFP36L1_ENSG00000185650","CA2_ENSG00000104267","UBE2N_ENSG00000177889"
"286","ZIC2_ENSG00000043355","CRLF1_ENSG00000006016","SYT3_ENSG00000213023","PAK1_ENSG00000149269","PLXNA4_ENSG00000221866","SLCO1A2_ENSG00000084453","SATB2-AS1_ENSG00000225953","ANOS1_ENSG00000011201","PREP_ENSG00000085377","CAMSAP2_ENSG00000118200","PMP2_ENSG00000147588","SLC1A2_ENSG00000110436","RDX_ENSG00000137710","IFITM3_ENSG00000142089","RPS12_ENSG00000112306","GPR158_ENSG00000151025"
"287","CYB5R3_ENSG00000100243","PCSK1N_ENSG00000102109","BTBD3_ENSG00000132640","KCNAB3_ENSG00000170049","SHD_ENSG00000105251","SEC14L5_ENSG00000103184","CYFIP2_ENSG00000055163","HOOK1_ENSG00000134709","JDP2_ENSG00000140044","RPARP-AS1_ENSG00000269609","SREBF1_ENSG00000072310","SYT7_ENSG00000011347","TMEM98_ENSG00000006042","COPS9_ENSG00000172428","AL358216.1_ENSG00000225140","AL162231.1_ENSG00000187186"
"288","ZFHX3_ENSG00000140836","RPS25_ENSG00000118181","ACSL3_ENSG00000123983","ARPC1A_ENSG00000241685","LPL_ENSG00000175445","GNAI2_ENSG00000114353","RAN_ENSG00000132341","LRRTM1_ENSG00000162951","OSBP2_ENSG00000184792","EML6_ENSG00000214595","ANKRD10_ENSG00000088448","FAM171A2_ENSG00000161682","SRCIN1_ENSG00000277363","ALDH1A1_ENSG00000165092","CDC42EP2_ENSG00000149798","ARHGDIG_ENSG00000242173"
"289","RPL11_ENSG00000142676","ARHGEF40_ENSG00000165801","HTR5A-AS1_ENSG00000220575","TUBA4A_ENSG00000127824","HSPB3_ENSG00000169271","BBX_ENSG00000114439","STXBP5_ENSG00000164506","CEBPB_ENSG00000172216","MED12L_ENSG00000144893","FCSK_ENSG00000157353","MEA1_ENSG00000124733","ITM2C_ENSG00000135916","SEMA3C_ENSG00000075223","SNHG5_ENSG00000203875","USP54_ENSG00000166348","MMP24OS_ENSG00000126005"
"290","PSMB9_ENSG00000240065","DDAH1_ENSG00000153904","KCTD1_ENSG00000134504","RAN_ENSG00000132341","CDH18_ENSG00000145526","NRBP2_ENSG00000185189","PFKP_ENSG00000067057","DTNBP1_ENSG00000047579","NRG1_ENSG00000157168","PLCB1_ENSG00000182621","TNS2_ENSG00000111077","TPPP_ENSG00000171368","MAGT1_ENSG00000102158","CD81_ENSG00000110651","SEMA3E_ENSG00000170381","RGS4_ENSG00000117152"
"291","RAB13_ENSG00000143545","ADGRA3_ENSG00000152990","CNTN4_ENSG00000144619","ACTG1_ENSG00000184009","NDUFB10_ENSG00000140990","CSF1_ENSG00000184371","EME2_ENSG00000197774","CHRD_ENSG00000090539","CD83_ENSG00000112149","GUCY1B1_ENSG00000061918","FBXL3_ENSG00000005812","SHISAL1_ENSG00000138944","RASSF2_ENSG00000101265","PYGM_ENSG00000068976","MCAM_ENSG00000076706","SERINC1_ENSG00000111897"
"292","MYLK_ENSG00000065534","PSD2_ENSG00000146005","SGTB_ENSG00000197860","PRNP_ENSG00000171867","TRNP1_ENSG00000253368","SECISBP2L_ENSG00000138593","RYR2_ENSG00000198626","CXCL14_ENSG00000145824","NCKIPSD_ENSG00000213672","RTF1_ENSG00000137815","LUZP2_ENSG00000187398","BCL11A_ENSG00000119866","DGAT2_ENSG00000062282","SLC18B1_ENSG00000146409","ARHGAP23_ENSG00000275832","ATP5MC3_ENSG00000154518"
"293","LRP10_ENSG00000197324","ELOVL5_ENSG00000012660","MED12L_ENSG00000144893","ESRRG_ENSG00000196482","PDK3_ENSG00000067992","TRIM2_ENSG00000109654","MRTFB_ENSG00000186260","LRTM2_ENSG00000166159","STMN3_ENSG00000197457","MRPS6_ENSG00000243927","C12orf76_ENSG00000174456","EIF2AK4_ENSG00000128829","NENF_ENSG00000117691","SCLT1_ENSG00000151466","PSAT1_ENSG00000135069","MOAP1_ENSG00000165943"
"294","COL6A1_ENSG00000142156","PNOC_ENSG00000168081","MT-CO2_ENSG00000198712","ISCU_ENSG00000136003","SERPINI1_ENSG00000163536","RFFL_ENSG00000092871","STT3B_ENSG00000163527","EPB41L4B_ENSG00000095203","DBNDD1_ENSG00000003249","PPM1L_ENSG00000163590","FNBP1_ENSG00000187239","NUDT8_ENSG00000167799","ARHGEF10_ENSG00000104728","FZD8_ENSG00000177283","TMC6_ENSG00000141524","HRK_ENSG00000135116"
"295","NFKBIA_ENSG00000100906","GAD1_ENSG00000128683","DUSP6_ENSG00000139318","PRSS3_ENSG00000010438","APLP2_ENSG00000084234","MYLK_ENSG00000065534","KIAA1549L_ENSG00000110427","SLC9A7_ENSG00000065923","TAFA5_ENSG00000219438","PDE2A_ENSG00000186642","CDC73_ENSG00000134371","ARHGDIG_ENSG00000242173","GNG7_ENSG00000176533","PTPRZ1_ENSG00000106278","TLE4_ENSG00000106829","FLRT3_ENSG00000125848"
"296","RPL8_ENSG00000161016","TPD52L1_ENSG00000111907","ETS2_ENSG00000157557","PARVA_ENSG00000197702","ANK1_ENSG00000029534","PLXNB1_ENSG00000164050","SCN2A_ENSG00000136531","STRIP2_ENSG00000128578","GRIN2A_ENSG00000183454","SLC45A1_ENSG00000162426","TMEM178A_ENSG00000152154","KLHL5_ENSG00000109790","HEPACAM_ENSG00000165478","EGLN3_ENSG00000129521","PCDH9_ENSG00000184226","TMEM141_ENSG00000244187"
"297","RPL23A_ENSG00000198242","C1orf54_ENSG00000118292","ARNTL_ENSG00000133794","PRKACB_ENSG00000142875","SOD2_ENSG00000112096","SHTN1_ENSG00000187164","CX3CL1_ENSG00000006210","PTPRF_ENSG00000142949","PFKP_ENSG00000067057","ENHO_ENSG00000168913","AQP4_ENSG00000171885","KIAA1522_ENSG00000162522","PADI2_ENSG00000117115","SLC1A2_ENSG00000110436","IFIT2_ENSG00000119922","INPP5J_ENSG00000185133"
"298","PRRC2C_ENSG00000117523","NCS1_ENSG00000107130","DGKB_ENSG00000136267","FAM241B_ENSG00000171224","ATP2A2_ENSG00000174437","NPC2_ENSG00000119655","HBQ1_ENSG00000086506","PITPNM2_ENSG00000090975","MBOAT7_ENSG00000125505","KNDC1_ENSG00000171798","CNOT6L_ENSG00000138767","SNAI3-AS1_ENSG00000260630","RGCC_ENSG00000102760","BBOX1_ENSG00000129151","RPL19_ENSG00000108298","UBE2QL1_ENSG00000215218"
"299","IFI16_ENSG00000163565","STOM_ENSG00000148175","NDUFC2_ENSG00000151366","GUCY1A1_ENSG00000164116","CCDC85B_ENSG00000175602","ZEB2_ENSG00000169554","DPP10_ENSG00000175497","PLEKHA2_ENSG00000169499","CAPN1_ENSG00000014216","E2F4_ENSG00000205250","TMEM181_ENSG00000146433","EPG5_ENSG00000152223","EFS_ENSG00000100842","SMAD9_ENSG00000120693","DOCK10_ENSG00000135905","MACROD2_ENSG00000172264"
"300","RPS25_ENSG00000118181","RAB31_ENSG00000168461","PRSS3_ENSG00000010438","BEND5_ENSG00000162373","RASGRF1_ENSG00000058335","CTNNA1_ENSG00000044115","ATP6V1C1_ENSG00000155097","LY86-AS1_ENSG00000216863","SV2A_ENSG00000159164","SYNPO_ENSG00000171992","PDE8A_ENSG00000073417","SMARCA4_ENSG00000127616","BIN1_ENSG00000136717","RPL31_ENSG00000071082","RPS2_ENSG00000140988","BTBD11_ENSG00000151136"
"301","EIF5B_ENSG00000158417","CPLX2_ENSG00000145920","GRIA2_ENSG00000120251","HSPA12A_ENSG00000165868","UBC_ENSG00000150991","NKX2-2_ENSG00000125820","AP1S1_ENSG00000106367","CYGB_ENSG00000161544","SEMA4F_ENSG00000135622","CCDC136_ENSG00000128596","NPC1_ENSG00000141458","BAALC_ENSG00000164929","AASS_ENSG00000008311","ATP13A4_ENSG00000127249","CRTC3_ENSG00000140577","SCG5_ENSG00000166922"
"302","FCER1G_ENSG00000158869","SLC6A11_ENSG00000132164","EPHA10_ENSG00000183317","UHMK1_ENSG00000152332","GPI_ENSG00000105220","CPPED1_ENSG00000103381","FAM43B_ENSG00000183114","LINC01102_ENSG00000235597","TUBB2A_ENSG00000137267","IFIT5_ENSG00000152778","ARAP1_ENSG00000186635","HS3ST2_ENSG00000122254","OLIG2_ENSG00000205927","RPL18A_ENSG00000105640","TMEM258_ENSG00000134825","ELAVL2_ENSG00000107105"
"303","RPS9_ENSG00000170889","GNAL_ENSG00000141404","YWHAG_ENSG00000170027","TBR1_ENSG00000136535","KCNH1_ENSG00000143473","FOXN2_ENSG00000170802","PIP5K1C_ENSG00000186111","SCG2_ENSG00000171951","FAM78B_ENSG00000188859","CCT3_ENSG00000163468","ADCK2_ENSG00000133597","CACUL1_ENSG00000151893","APOE_ENSG00000130203","KMT2E_ENSG00000005483","TTLL7_ENSG00000137941","SKP1_ENSG00000113558"
"304","LINC01411_ENSG00000249306","ATP13A4_ENSG00000127249","KIRREL3_ENSG00000149571","SMIM17_ENSG00000268182","KIF3A_ENSG00000131437","SPATA13_ENSG00000182957","RASD1_ENSG00000108551","TMEM108_ENSG00000144868","RAB37_ENSG00000172794","FAM162A_ENSG00000114023","KIF1B_ENSG00000054523","SLC26A11_ENSG00000181045","SILC1_ENSG00000232044","ADCYAP1R1_ENSG00000078549","MYO9B_ENSG00000099331","NDUFB2_ENSG00000090266"
"305","OAF_ENSG00000184232","IL17D_ENSG00000172458","ATL1_ENSG00000198513","LIMK1_ENSG00000106683","TESPA1_ENSG00000135426","PICALM_ENSG00000073921","MLLT11_ENSG00000213190","TMEM132B_ENSG00000139364","PRDX2_ENSG00000167815","SIN3B_ENSG00000127511","PTGDS_ENSG00000107317","ACOX1_ENSG00000161533","ZEB2_ENSG00000169554","WLS_ENSG00000116729","MTMR10_ENSG00000166912","HK1_ENSG00000156515"
