"","1","2","3","4","5","6","7","8","9"
"203","CD99_ENSG00000002586","RHOC_ENSG00000155366","SYT16_ENSG00000139973","SNCB_ENSG00000074317","SCN1B_ENSG00000105711","CYTH1_ENSG00000108669","GNPTAB_ENSG00000111670","PCSK1N_ENSG00000102109","DOCK5_ENSG00000147459"
"204","WTIP_ENSG00000142279","NEBL_ENSG00000078114","ROCK2_ENSG00000134318","BCL11A_ENSG00000119866","LDB2_ENSG00000169744","H3F3B_ENSG00000132475","SPRYD3_ENSG00000167778","ARL6IP1_ENSG00000170540","PCSK6_ENSG00000140479"
"205","RPS27_ENSG00000177954","S100B_ENSG00000160307","KITLG_ENSG00000049130","COL12A1_ENSG00000111799","TMEM65_ENSG00000164983","AL162511.1_ENSG00000258844","YWHAZ_ENSG00000164924","VDAC3_ENSG00000078668","SOX10_ENSG00000100146"
"206","RERGL_ENSG00000111404","RPS28_ENSG00000233927","ITGA9_ENSG00000144668","ZNF385B_ENSG00000144331","NAPA_ENSG00000105402","DDR1_ENSG00000204580","OPTN_ENSG00000123240","ATP5IF1_ENSG00000130770","PCBP4_ENSG00000090097"
"207","ITGB1_ENSG00000150093","ACSS1_ENSG00000154930","RGMB_ENSG00000174136","KCNC2_ENSG00000166006","AC073365.1_ENSG00000223812","MAP7_ENSG00000135525","SHB_ENSG00000107338","UBE2E3_ENSG00000170035","OLIG2_ENSG00000205927"
"208","CEMIP_ENSG00000103888","TJP2_ENSG00000119139","AC007953.2_ENSG00000270321","AC090152.1_ENSG00000167912","KCNH1_ENSG00000143473","GRHPR_ENSG00000137106","PPP2R1A_ENSG00000105568","CADM3_ENSG00000162706","ARRDC2_ENSG00000105643"
"209","NR4A1_ENSG00000123358","PLPP3_ENSG00000162407","TDRD9_ENSG00000156414","KIF3A_ENSG00000131437","HS6ST1_ENSG00000136720","PCSK6_ENSG00000140479","SERPINF1_ENSG00000132386","SCRT1_ENSG00000261678","KCNH8_ENSG00000183960"
"210","IGFBP4_ENSG00000141753","S100A1_ENSG00000160678","TRERF1_ENSG00000124496","LINC01018_ENSG00000250056","RNF208_ENSG00000212864","GLTP_ENSG00000139433","ERC2_ENSG00000187672","LDHB_ENSG00000111716","GPD1_ENSG00000167588"
"211","GGT5_ENSG00000099998","CCDC173_ENSG00000154479","DPP6_ENSG00000130226","SH3GL2_ENSG00000107295","ISCU_ENSG00000136003","AC006059.1_ENSG00000230084","PRKCG_ENSG00000126583","KCNC1_ENSG00000129159","MID1IP1_ENSG00000165175"
"212","TYROBP_ENSG00000011600","VIM_ENSG00000026025","CREG2_ENSG00000175874","MAP1B_ENSG00000131711","KCTD1_ENSG00000134504","TSC22D4_ENSG00000166925","GALNTL5_ENSG00000106648","NDUFA6_ENSG00000184983","KIAA1755_ENSG00000149633"
"213","MAP3K20_ENSG00000091436","RPL21_ENSG00000122026","PHYHIP_ENSG00000168490","NEK11_ENSG00000114670","KCNQ4_ENSG00000117013","RASGRP3_ENSG00000152689","PRKCZ_ENSG00000067606","TMEM163_ENSG00000152128","RTKN_ENSG00000114993"
"214","ACVRL1_ENSG00000139567","NKAIN3-IT1_ENSG00000274956","ACTN1_ENSG00000072110","RTN1_ENSG00000139970","SGTB_ENSG00000197860","IPO13_ENSG00000117408","ARHGDIG_ENSG00000242173","SMIM12_ENSG00000163866","AL591895.1_ENSG00000242861"
"215","EMP3_ENSG00000142227","ZC3H6_ENSG00000188177","PDE2A_ENSG00000186642","ATP5MF_ENSG00000241468","RTL8C_ENSG00000134590","APOD_ENSG00000189058","MOAP1_ENSG00000165943","SLC22A18_ENSG00000110628","GPR62_ENSG00000180929"
"216","LHFPL6_ENSG00000183722","CD81_ENSG00000110651","MGAT5B_ENSG00000167889","LAMB3_ENSG00000196878","BSCL2_ENSG00000168000","AL078590.2_ENSG00000232310","NELL1_ENSG00000165973","TUBB2A_ENSG00000137267","FGFR2_ENSG00000066468"
"217","RASL12_ENSG00000103710","SOX9_ENSG00000125398","BDNF_ENSG00000176697","GABARAPL1_ENSG00000139112","STYK1_ENSG00000060140","MYO9B_ENSG00000099331","CLIP3_ENSG00000105270","COX6C_ENSG00000164919","H2AFJ_ENSG00000246705"
"218","ATF3_ENSG00000162772","WLS_ENSG00000116729","SLC8A2_ENSG00000118160","ZBTB16_ENSG00000109906","SNX10_ENSG00000086300","LGALS3BP_ENSG00000108679","AL353709.1_ENSG00000287364","CCDC189_ENSG00000196118","APLP1_ENSG00000105290"
"219","RPL39_ENSG00000198918","SHISA6_ENSG00000188803","PCDH7_ENSG00000169851","CHGA_ENSG00000100604","TOM1L1_ENSG00000141198","PLOD3_ENSG00000106397","MRTFB_ENSG00000186260","PINK1_ENSG00000158828","THBS2_ENSG00000186340"
"220","PNRC1_ENSG00000146278","BMPR1B_ENSG00000138696","CRHR1_ENSG00000120088","PLBD2_ENSG00000151176","ATP5F1B_ENSG00000110955","C2orf88_ENSG00000187699","PRMT7_ENSG00000132600","NPTN_ENSG00000156642","CSRP1_ENSG00000159176"
"221","CD34_ENSG00000174059","EMX2OS_ENSG00000229847","KCNIP4_ENSG00000185774","TRHDE-AS1_ENSG00000236333","RTN1_ENSG00000139970","YWHAQ_ENSG00000134308","TMEM14A_ENSG00000096092","NDRG3_ENSG00000101079","TMTC2_ENSG00000179104"
"222","KANK2_ENSG00000197256","PSD2_ENSG00000146005","LRRC2_ENSG00000163827","SLC8A1_ENSG00000183023","NECTIN3_ENSG00000177707","PAIP2B_ENSG00000124374","SERINC3_ENSG00000132824","PFKP_ENSG00000067057","PIEZO2_ENSG00000154864"
"223","CDH5_ENSG00000179776","SFXN5_ENSG00000144040","PTHLH_ENSG00000087494","ATP6V1G2_ENSG00000213760","RUNDC3A_ENSG00000108309","WSB1_ENSG00000109046","EPHA5_ENSG00000145242","MOAP1_ENSG00000165943","HAPLN2_ENSG00000132702"
"224","RPL13_ENSG00000167526","THRA_ENSG00000126351","KIRREL3_ENSG00000149571","CREB3L1_ENSG00000157613","ITPKA_ENSG00000137825","PAQR4_ENSG00000162073","PDE1A_ENSG00000115252","MPP1_ENSG00000130830","LAYN_ENSG00000204381"
"225","HES4_ENSG00000188290","NFIX_ENSG00000008441","DDX54_ENSG00000123064","LSM4_ENSG00000130520","AL365181.4_ENSG00000272971","COL9A2_ENSG00000049089","RPH3A_ENSG00000089169","RARB_ENSG00000077092","PLEKHG3_ENSG00000126822"
"226","PSMB9_ENSG00000240065","PPP1R3C_ENSG00000119938","WFDC2_ENSG00000101443","ATP5F1A_ENSG00000152234","TPI1_ENSG00000111669","KIAA1755_ENSG00000149633","NRG1_ENSG00000157168","NFE2L1_ENSG00000082641","SH3TC2_ENSG00000169247"
"227","DDR2_ENSG00000162733","ID3_ENSG00000117318","B3GNTL1_ENSG00000175711","UGP2_ENSG00000169764","TNNT2_ENSG00000118194","LDB3_ENSG00000122367","PHYHIP_ENSG00000168490","SYT13_ENSG00000019505","CHST6_ENSG00000183196"
"228","MXRA8_ENSG00000162576","RANBP3L_ENSG00000164188","LINC00641_ENSG00000258441","CHST8_ENSG00000124302","MIF_ENSG00000240972","TMCC3_ENSG00000057704","CPNE4_ENSG00000196353","NDFIP1_ENSG00000131507","LINC01170_ENSG00000253807"
"229","CCN1_ENSG00000142871","ADGRA3_ENSG00000152990","MAN1C1_ENSG00000117643","ST8SIA1_ENSG00000111728","ZBTB18_ENSG00000179456","SPOCK3_ENSG00000196104","KCNA1_ENSG00000111262","SLC25A11_ENSG00000108528","HIP1R_ENSG00000130787"
"230","PODXL_ENSG00000128567","AL035078.1_ENSG00000254584","WNT7B_ENSG00000188064","CLTC_ENSG00000141367","GRM7_ENSG00000196277","CUEDC1_ENSG00000180891","CDK14_ENSG00000058091","MAP9_ENSG00000164114","GPIHBP1_ENSG00000277494"
"231","ADGRA2_ENSG00000020181","ADGRG1_ENSG00000205336","TGFBR3L_ENSG00000260001","TRIB2_ENSG00000071575","FBXO34_ENSG00000178974","SCARB2_ENSG00000138760","SLC4A10_ENSG00000144290","NCALD_ENSG00000104490","S100B_ENSG00000160307"
"232","IFI44L_ENSG00000137959","SCRG1_ENSG00000164106","PAM_ENSG00000145730","FNDC5_ENSG00000160097","ATP5F1A_ENSG00000152234","AC096564.1_ENSG00000245293","TPBGL_ENSG00000261594","MORF4L1_ENSG00000185787","COBL_ENSG00000106078"
"233","MSX1_ENSG00000163132","RPS19_ENSG00000105372","FGF17_ENSG00000158815","SCG5_ENSG00000166922","NAP1L2_ENSG00000186462","HPN_ENSG00000105707","ATP6V0D1_ENSG00000159720","AHNAK2_ENSG00000185567","OMG_ENSG00000126861"
"234","CDKN1A_ENSG00000124762","DLX6-AS1_ENSG00000231764","ACVR1C_ENSG00000123612","MDH1_ENSG00000014641","TMEM59L_ENSG00000105696","BIN1_ENSG00000136717","SH3BGRL3_ENSG00000142669","SNRPN_ENSG00000128739","RNF13_ENSG00000082996"
"235","RPL12_ENSG00000197958","SELENBP1_ENSG00000143416","SEZ6L_ENSG00000100095","REX1BD_ENSG00000006015","RTN4_ENSG00000115310","LINC00320_ENSG00000224924","TLE4_ENSG00000106829","SPARCL1_ENSG00000152583","BTBD16_ENSG00000138152"
"236","CCND1_ENSG00000110092","TNFSF13_ENSG00000161955","OGA_ENSG00000198408","ANKRD34C_ENSG00000235711","CALY_ENSG00000130643","MAP3K11_ENSG00000173327","PCDH10_ENSG00000138650","MAPK10_ENSG00000109339","SLC31A2_ENSG00000136867"
"237","NR2F2_ENSG00000185551","RPS20_ENSG00000008988","CELF2_ENSG00000048740","ATXN7L3B_ENSG00000253719","VSTM2L_ENSG00000132821","GPIHBP1_ENSG00000277494","KCTD1_ENSG00000134504","HCN1_ENSG00000164588","SEMA3B-AS1_ENSG00000232352"
"238","EEF1D_ENSG00000104529","FZD8_ENSG00000177283","TSC22D1_ENSG00000102804","RAP1GAP_ENSG00000076864","EEF1A2_ENSG00000101210","DOCK5_ENSG00000147459","PJA2_ENSG00000198961","YWHAG_ENSG00000170027","SHB_ENSG00000107338"
"239","RPL13A_ENSG00000142541","RPL18A_ENSG00000105640","BEGAIN_ENSG00000183092","AKAP6_ENSG00000151320","ZNF184_ENSG00000096654","C21orf91_ENSG00000154642","ANK2_ENSG00000145362","BSCL2_ENSG00000168000","SYNGR2_ENSG00000108639"
"240","PTGDS_ENSG00000107317","SPON1_ENSG00000262655","ABI2_ENSG00000138443","OPRM1_ENSG00000112038","PPP4R4_ENSG00000119698","KCNH8_ENSG00000183960","SOHLH1_ENSG00000165643","SYT4_ENSG00000132872","TMEFF2_ENSG00000144339"
"241","C5orf63_ENSG00000164241","CD99_ENSG00000002586","SLC29A4_ENSG00000164638","EEF1A2_ENSG00000101210","MAN1C1_ENSG00000117643","HHIP_ENSG00000164161","PPFIA3_ENSG00000177380","PTPRK_ENSG00000152894","RFTN2_ENSG00000162944"
"242","DDAH2_ENSG00000213722","RPS3A_ENSG00000145425","DLX6-AS1_ENSG00000231764","NSF_ENSG00000073969","ATP6V1H_ENSG00000047249","DAZAP2_ENSG00000183283","RAB3B_ENSG00000169213","COX7C_ENSG00000127184","KLHL5_ENSG00000109790"
"243","IER2_ENSG00000160888","SSR4_ENSG00000180879","THBS1_ENSG00000137801","SMIM29_ENSG00000186577","IFT57_ENSG00000114446","SMIM5_ENSG00000204323","GDI1_ENSG00000203879","CAPN1_ENSG00000014216","VWA5A_ENSG00000110002"
"244","GADD45B_ENSG00000099860","RPL7_ENSG00000147604","CCNO_ENSG00000152669","ATP6V1E1_ENSG00000131100","STEAP2_ENSG00000157214","EEF1D_ENSG00000104529","COL24A1_ENSG00000171502","KIF5A_ENSG00000155980","LIPA_ENSG00000107798"
"245","RPS20_ENSG00000008988","SLC4A4_ENSG00000080493","ADGRB2_ENSG00000121753","SARAF_ENSG00000133872","CERS6_ENSG00000172292","REEP3_ENSG00000165476","KIF3C_ENSG00000084731","TRNP1_ENSG00000253368","GSN_ENSG00000148180"
"246","APLNR_ENSG00000134817","C3_ENSG00000125730","TP53I11_ENSG00000175274","MAGEL2_ENSG00000254585","PSD3_ENSG00000156011","CPB2-AS1_ENSG00000235903","CYFIP2_ENSG00000055163","OAT_ENSG00000065154","TMC7_ENSG00000170537"
"247","ANP32B_ENSG00000136938","GAREM2_ENSG00000157833","PSIP1_ENSG00000164985","SNAP91_ENSG00000065609","LRRTM4_ENSG00000176204","GPD1_ENSG00000167588","TMEFF2_ENSG00000144339","DCTN3_ENSG00000137100","LINC01608_ENSG00000253877"
"248","ITGB5_ENSG00000082781","PYGM_ENSG00000068976","DAPK1_ENSG00000196730","CADPS_ENSG00000163618","DYNLT3_ENSG00000165169","NCAM1_ENSG00000149294","GPD2_ENSG00000115159","FABP3_ENSG00000121769","RFFL_ENSG00000092871"
"249","PRRC2C_ENSG00000117523","SDCCAG8_ENSG00000054282","NPTN_ENSG00000156642","GPX4_ENSG00000167468","SLC6A7_ENSG00000011083","CD22_ENSG00000012124","NCAM2_ENSG00000154654","NCKIPSD_ENSG00000213672","ANKRD40_ENSG00000154945"
"250","RHOC_ENSG00000155366","TP53BP2_ENSG00000143514","AC138647.1_ENSG00000226490","ATP13A2_ENSG00000159363","CHCHD10_ENSG00000250479","HAGLR_ENSG00000224189","HSP90AA1_ENSG00000080824","SYNGR1_ENSG00000100321","FAM222A_ENSG00000139438"
"251","COL4A1_ENSG00000187498","RPL36A_ENSG00000241343","KCTD16_ENSG00000183775","BNIP3_ENSG00000176171","HTR2A_ENSG00000102468","AC092958.1_ENSG00000239922","ACTR10_ENSG00000131966","COX6A1_ENSG00000111775","CDH19_ENSG00000071991"
"252","TGFBI_ENSG00000120708","CPLX3_ENSG00000213578","C11orf87_ENSG00000185742","GLS_ENSG00000115419","KIF3A_ENSG00000131437","PAQR8_ENSG00000170915","MAPT_ENSG00000186868","DCTN2_ENSG00000175203","NDE1_ENSG00000072864"
"253","TIE1_ENSG00000066056","TTYH1_ENSG00000167614","LINC01476_ENSG00000265313","NDUFA5_ENSG00000128609","PRRT1_ENSG00000204314","KIF13B_ENSG00000197892","VSTM5_ENSG00000214376","ATP6V1A_ENSG00000114573","CPM_ENSG00000135678"
"254","CAVIN3_ENSG00000170955","EMID1_ENSG00000186998","PIP5K1B_ENSG00000107242","NDUFS2_ENSG00000158864","DUSP3_ENSG00000108861","SLC7A14-AS1_ENSG00000285051","DMTN_ENSG00000158856","PPA1_ENSG00000180817","THEMIS_ENSG00000172673"
"255","GFAP_ENSG00000131095","GOLIM4_ENSG00000173905","ELK1_ENSG00000126767","GDF10_ENSG00000266524","SMIM24_ENSG00000095932","GPR62_ENSG00000180929","CDH6_ENSG00000113361","TNNI3K_ENSG00000116783","ATP2B4_ENSG00000058668"
"256","APOL1_ENSG00000100342","CCDC163_ENSG00000280670","ZNF184_ENSG00000096654","PLCXD2_ENSG00000240891","UNC5D_ENSG00000156687","GPM6B_ENSG00000046653","GBE1_ENSG00000114480","HSPB3_ENSG00000169271","OTUD7B_ENSG00000264522"
"257","CAVIN2_ENSG00000168497","MRO_ENSG00000134042","GALNT18_ENSG00000110328","C3orf14_ENSG00000114405","EFR3B_ENSG00000084710","MAP6D1_ENSG00000180834","PCMT1_ENSG00000120265","PPP2R2C_ENSG00000074211","ARHGAP22_ENSG00000128805"
"258","DAB2_ENSG00000153071","CSKMT_ENSG00000214756","VXN_ENSG00000169085","HMOX2_ENSG00000103415","CRIP2_ENSG00000182809","LGR5_ENSG00000139292","ATP6AP1_ENSG00000071553","AC073365.1_ENSG00000223812","FEZ1_ENSG00000149557"
"259","KLF6_ENSG00000067082","ITGB4_ENSG00000132470","WIF1_ENSG00000156076","ATP5F1B_ENSG00000110955","ATP6V1G2_ENSG00000213760","KCNJ10_ENSG00000177807","BNIP3_ENSG00000176171","MICOS13_ENSG00000174917","CPNE2_ENSG00000140848"
"260","GSDMD_ENSG00000104518","RPL35A_ENSG00000182899","NOL4_ENSG00000101746","SELENOH_ENSG00000211450","THY1_ENSG00000154096","LACC1_ENSG00000179630","TMEM121B_ENSG00000183307","MIF_ENSG00000240972","AL078590.2_ENSG00000232310"
"261","VCL_ENSG00000035403","CALB2_ENSG00000172137","NPTX2_ENSG00000106236","DNM1_ENSG00000106976","TIAM2_ENSG00000146426","ZDHHC9_ENSG00000188706","CNTNAP1_ENSG00000108797","CKB_ENSG00000166165","P2RX7_ENSG00000089041"
"262","TNXB_ENSG00000168477","PRRX1_ENSG00000116132","ZCCHC12_ENSG00000174460","TRIM44_ENSG00000166326","SELENOH_ENSG00000211450","SLC45A3_ENSG00000158715","DLGAP1_ENSG00000170579","UQCR10_ENSG00000184076","PRKCSH_ENSG00000130175"
"263","PLP2_ENSG00000102007","EGFR_ENSG00000146648","SORBS2_ENSG00000154556","ANKRD34C-AS1_ENSG00000259234","GULP1_ENSG00000144366","MYO1D_ENSG00000176658","NDFIP1_ENSG00000131507","SDHA_ENSG00000073578","YWHAQ_ENSG00000134308"
"264","RPS6_ENSG00000137154","ALDH6A1_ENSG00000119711","CRTC1_ENSG00000105662","RAB3A_ENSG00000105649","AC015712.2_ENSG00000259583","TMEM165_ENSG00000134851","IPCEF1_ENSG00000074706","PAFAH1B1_ENSG00000007168","SMOC1_ENSG00000198732"
"265","ANXA5_ENSG00000164111","RPS13_ENSG00000110700","RIMBP2_ENSG00000060709","SMIM24_ENSG00000095932","SYT5_ENSG00000129990","PLPPR1_ENSG00000148123","NPTN_ENSG00000156642","NOS2_ENSG00000007171","RBP7_ENSG00000162444"
"266","TNFSF10_ENSG00000121858","GRAMD2B_ENSG00000155324","MSANTD1_ENSG00000188981","CRYM_ENSG00000103316","WASF1_ENSG00000112290","CCNE2_ENSG00000175305","ATP6V1A_ENSG00000114573","REEP2_ENSG00000132563","PDE8A_ENSG00000073417"
"267","ID1_ENSG00000125968","LRP10_ENSG00000197324","CHST1_ENSG00000175264","PRDX2_ENSG00000167815","MAP1B_ENSG00000131711","NINJ2_ENSG00000171840","COX7A2L_ENSG00000115944","CALM1_ENSG00000198668","CA2_ENSG00000104267"
"268","RPL10_ENSG00000147403","SOWAHA_ENSG00000198944","C12orf29_ENSG00000133641","NEFL_ENSG00000277586","CA4_ENSG00000167434","CLCA4_ENSG00000016602","EPHB6_ENSG00000106123","ASB13_ENSG00000196372","PEA15_ENSG00000162734"
"269","EPS8_ENSG00000151491","AHCYL2_ENSG00000158467","PRKCD_ENSG00000163932","PID1_ENSG00000153823","UBE2V2_ENSG00000169139","SREBF1_ENSG00000072310","ETV1_ENSG00000006468","OAZ1_ENSG00000104904","KIAA1217_ENSG00000120549"
"270","PGM5_ENSG00000154330","B3GAT2_ENSG00000112309","NCKAP1_ENSG00000061676","SYT2_ENSG00000143858","STBD1_ENSG00000118804","DYNC1I2_ENSG00000077380","IFT57_ENSG00000114446","BEND5_ENSG00000162373","LINC02607_ENSG00000228971"
"271","MYO1C_ENSG00000197879","RPL30_ENSG00000156482","KHDRBS2_ENSG00000112232","KLHDC8A_ENSG00000162873","NDUFC2_ENSG00000151366","FLNC_ENSG00000128591","NDRG3_ENSG00000101079","CAB39_ENSG00000135932","LGALS3BP_ENSG00000108679"
"272","ARHGDIB_ENSG00000111348","PHGDH_ENSG00000092621","LINC00599_ENSG00000253230","LINC02192_ENSG00000261325","MKX_ENSG00000150051","ACSL1_ENSG00000151726","KIFAP3_ENSG00000075945","WBP2_ENSG00000132471","EFHD2_ENSG00000142634"
"273","YAP1_ENSG00000137693","TAF1D_ENSG00000166012","BTBD3_ENSG00000132640","PRKAR1B_ENSG00000188191","IGSF3_ENSG00000143061","COBL_ENSG00000106078","ARNTL2_ENSG00000029153","MAP2K2_ENSG00000126934","ETNPPL_ENSG00000164089"
"274","TGFBR2_ENSG00000163513","PAPLN_ENSG00000100767","COL26A1_ENSG00000160963","EPS8L2_ENSG00000177106","PPP2CA_ENSG00000113575","LINC01578_ENSG00000272888","NOS1AP_ENSG00000198929","DIRAS1_ENSG00000176490","CLCA4_ENSG00000016602"
"275","RPS8_ENSG00000142937","GSTM3_ENSG00000134202","BLCAP_ENSG00000166619","HTR2A_ENSG00000102468","TMEM130_ENSG00000166448","TPPP3_ENSG00000159713","MMP16_ENSG00000156103","HSPA4L_ENSG00000164070","LINC01783_ENSG00000233421"
"276","ALPL_ENSG00000162551","MTRNR2L4_ENSG00000232196","ABHD12B_ENSG00000131969","PCDH10_ENSG00000138650","WFDC2_ENSG00000101443","MAN2A1_ENSG00000112893","PTGER3_ENSG00000050628","DBNDD1_ENSG00000003249","NOTCH1_ENSG00000148400"
"277","LEF1_ENSG00000138795","NR2E1_ENSG00000112333","RGS16_ENSG00000143333","NMU_ENSG00000109255","STMN2_ENSG00000104435","PXK_ENSG00000168297","GFRA2_ENSG00000168546","RIMKLA_ENSG00000177181","NFIA_ENSG00000162599"
"278","HLA-DRB1_ENSG00000196126","ALDH1L1_ENSG00000144908","SPAG5_ENSG00000076382","HSPA8_ENSG00000109971","KIF3C_ENSG00000084731","PIEZO2_ENSG00000154864","STMN2_ENSG00000104435","ATP6V0B_ENSG00000117410","ZEB2_ENSG00000169554"
"279","HIGD1B_ENSG00000131097","AC007952.4_ENSG00000262202","ARPP21_ENSG00000172995","OXR1_ENSG00000164830","CLSTN1_ENSG00000171603","TYMSOS_ENSG00000176912","NCKAP1_ENSG00000061676","GLS_ENSG00000115419","SMIM5_ENSG00000204323"
"280","RPLP2_ENSG00000177600","NDUFAF8_ENSG00000224877","GAD1_ENSG00000128683","FBXW7_ENSG00000109670","TOMM34_ENSG00000025772","CYP27A1_ENSG00000135929","GCNT4_ENSG00000176928","GNG13_ENSG00000127588","GAB2_ENSG00000033327"
"281","RELL1_ENSG00000181826","SFRP2_ENSG00000145423","KCNG1_ENSG00000026559","CNTNAP1_ENSG00000108797","PRKAR1B_ENSG00000188191","AC110285.1_ENSG00000262223","YWHAH_ENSG00000128245","DCLK1_ENSG00000133083","NFASC_ENSG00000163531"
"282","ANXA1_ENSG00000135046","SLC25A48_ENSG00000145832","PTPRF_ENSG00000142949","NPPC_ENSG00000163273","CIT_ENSG00000122966","RHOA_ENSG00000067560","KCNJ8_ENSG00000121361","BTBD8_ENSG00000189195","CYP26A1_ENSG00000095596"
"283","RPL23_ENSG00000125691","ARHGEF26_ENSG00000114790","DLX1_ENSG00000144355","CLMP_ENSG00000166250","BAIAP2L2_ENSG00000128298","TYMS_ENSG00000176890","LINC02607_ENSG00000228971","AKR1B1_ENSG00000085662","NXPH3_ENSG00000182575"
"284","APOLD1_ENSG00000178878","MTSS2_ENSG00000132613","CACNG3_ENSG00000006116","BHLHE22_ENSG00000180828","RTN3_ENSG00000133318","CAHM_ENSG00000270419","KCNMB4_ENSG00000135643","GRB14_ENSG00000115290","APOE_ENSG00000130203"
"285","PLCE1_ENSG00000138193","LCAT_ENSG00000213398","TNFRSF14_ENSG00000157873","DNAJA1_ENSG00000086061","FLRT2_ENSG00000185070","FNBP1_ENSG00000187239","SEZ6L_ENSG00000100095","SPTAN1_ENSG00000197694","ACTL6A_ENSG00000136518"
"286","LIX1L_ENSG00000271601","ARHGEF26-AS1_ENSG00000243069","FAM153A_ENSG00000170074","RNF11_ENSG00000123091","TNNI3K_ENSG00000116783","CLIC4_ENSG00000169504","SREBF2_ENSG00000198911","AL365181.4_ENSG00000272971","SERINC5_ENSG00000164300"
"287","RHOB_ENSG00000143878","FIBIN_ENSG00000176971","CRMP1_ENSG00000072832","SNX10_ENSG00000086300","PPP1R7_ENSG00000115685","PDE1C_ENSG00000154678","PCLO_ENSG00000186472","ANKRD29_ENSG00000154065","MYO1D_ENSG00000176658"
"288","RPL7_ENSG00000147604","RPLP0_ENSG00000089157","RGS14_ENSG00000169220","TRMT112_ENSG00000173113","MFSD4A_ENSG00000174514","ZEB2_ENSG00000169554","NPTX2_ENSG00000106236","PPP2CA_ENSG00000113575","ZNF708_ENSG00000182141"
"289","MMP2_ENSG00000087245","PABPC1_ENSG00000070756","MIAT_ENSG00000225783","MORF4L1_ENSG00000185787","PPM1L_ENSG00000163590","DYNC1LI2_ENSG00000135720","IGFBP2_ENSG00000115457","DNAJA1_ENSG00000086061","BIN1_ENSG00000136717"
"290","WWTR1_ENSG00000018408","ELOVL2_ENSG00000197977","CCK_ENSG00000187094","SYT4_ENSG00000132872","HOMER1_ENSG00000152413","SEMA6A_ENSG00000092421","SLC8A2_ENSG00000118160","BNIP3_ENSG00000176171","KCNK2_ENSG00000082482"
"291","ROCK1_ENSG00000067900","RPS25_ENSG00000118181","IGSF3_ENSG00000143061","ANXA6_ENSG00000197043","LAMB1_ENSG00000091136","SNX22_ENSG00000157734","FAM131A_ENSG00000175182","CDH7_ENSG00000081138","RNF125_ENSG00000101695"
"292","PTMA_ENSG00000187514","RPL32_ENSG00000144713","LZTS1_ENSG00000061337","PJA2_ENSG00000198961","ATP2A2_ENSG00000174437","RTKN_ENSG00000114993","AKR1C2_ENSG00000151632","STMN3_ENSG00000197457","CFL2_ENSG00000165410"
"293","GSN_ENSG00000148180","SULT1C4_ENSG00000198075","LINC00622_ENSG00000260941","PRKCE_ENSG00000171132","NDST3_ENSG00000164100","AC135507.1_ENSG00000272182","SEPTIN3_ENSG00000100167","BAIAP2L2_ENSG00000128298","RPRM_ENSG00000177519"
"294","MT2A_ENSG00000125148","HAPLN1_ENSG00000145681","NRXN1_ENSG00000179915","COX7A1_ENSG00000161281","SNCG_ENSG00000173267","TMEM273_ENSG00000204161","ARHGEF4_ENSG00000136002","ELAVL4_ENSG00000162374","AATK_ENSG00000181409"
"295","DEK_ENSG00000124795","SCARA3_ENSG00000168077","PPFIBP1_ENSG00000110841","KCNQ3_ENSG00000184156","CHRDL1_ENSG00000101938","MYLK_ENSG00000065534","PGAM1_ENSG00000171314","NDUFB10_ENSG00000140990","DDR1_ENSG00000204580"
"296","SYNE2_ENSG00000054654","ALDH7A1_ENSG00000164904","SMAD3_ENSG00000166949","GABRG2_ENSG00000113327","RAB6A_ENSG00000175582","DNAJB2_ENSG00000135924","CPE_ENSG00000109472","AP2S1_ENSG00000042753","EFS_ENSG00000100842"
"297","HLA-F_ENSG00000204642","AC027130.1_ENSG00000261195","JPH1_ENSG00000104369","YWHAB_ENSG00000166913","NRXN3_ENSG00000021645","ATG3_ENSG00000144848","BMERB1_ENSG00000166780","CERS6_ENSG00000172292","PPDPF_ENSG00000125534"
"298","TLN1_ENSG00000137076","SNHG12_ENSG00000197989","RFTN1_ENSG00000131378","MYADML2_ENSG00000185105","CDH18_ENSG00000145526","RRBP1_ENSG00000125844","AL049838.1_ENSG00000259969","C12orf10_ENSG00000139637","HEPACAM_ENSG00000165478"
"299","CCDC80_ENSG00000091986","RPS11_ENSG00000142534","CNST_ENSG00000162852","RYR2_ENSG00000198626","PAK1_ENSG00000149269","CIRBP_ENSG00000099622","KCNF1_ENSG00000162975","NAPB_ENSG00000125814","MRAP2_ENSG00000135324"
"300","C1QA_ENSG00000173372","GASK1B_ENSG00000164125","HRH2_ENSG00000113749","NDFIP1_ENSG00000131507","GPR22_ENSG00000172209","ROGDI_ENSG00000067836","KCTD4_ENSG00000180332","OCIAD2_ENSG00000145247","VAMP3_ENSG00000049245"
"301","SMTN_ENSG00000183963","SRI_ENSG00000075142","LNX1_ENSG00000072201","CADPS2_ENSG00000081803","KCNB1_ENSG00000158445","PDE8A_ENSG00000073417","PLD3_ENSG00000105223","NDUFA5_ENSG00000128609","FAXDC2_ENSG00000170271"
"302","GIMAP7_ENSG00000179144","ENO1_ENSG00000074800","CNKSR2_ENSG00000149970","HIGD1A_ENSG00000181061","LINC02668_ENSG00000226762","OLMALINC_ENSG00000235823","PHF24_ENSG00000122733","EIF3K_ENSG00000178982","PREX1_ENSG00000124126"
